databarLabel,time,pixels_width,pixels_height,pixel_dimension_nm,field_of_view_width,field_of_view_height,sample_position_x,sample_position_y,multistage_X,multistage_Y,beam_shift_x,beam_shift_y,spot_size,detector,dwell_time_ns,contrast,gamma,brightness,pressure_Pa,high_voltage_kV,emission_current_uA,working_distance_mm
SEM1-426__Area 1,2024-12-17T22:16:53,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01482010912150145,0.002587667433544993,0.01481725369360789,-0.002591171632128982,-2.855427893553447e-06,-3.504198583988323e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:16:59,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01402604673057795,0.002587667433544993,0.01402725369360789,-0.002591171632128982,1.206963029947578e-06,-3.504198583988323e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:05,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01323198433965445,0.002587667433544993,0.0132272536936079,-0.002591171632128982,-4.730646046547521e-06,-3.504198583988323e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:11,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01243792194873095,0.002587667433544993,0.0124372536936079,-0.002591171632128982,-6.682551230464961e-07,-3.504198583988323e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:19,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01958448439836502,0.00179360480979085,0.01958725369360789,-0.001791171632128959,2.769295242868036e-06,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:25,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01879042200744152,0.00179360480979085,0.01878725369360789,-0.001791171632128959,-3.168313833627062e-06,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:31,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01799635961651802,0.00179360480979085,0.01799725369360789,-0.001791171632128959,8.940770898739625e-07,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:37,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01720229722559452,0.00179360480979085,0.0172072536936079,-0.001791171632128959,4.956468013374987e-06,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:43,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01640823483467102,0.00179360480979085,0.01640725369360789,-0.001791171632128959,-9.81141063133989e-07,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:49,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01561417244374752,0.00179360480979085,0.01561725369360789,-0.001791171632128959,3.081249860367036e-06,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:17:55,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01482010912150145,0.00179360480979085,0.01481725369360789,-0.001791171632128959,-2.855427893553447e-06,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:01,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01402604673057795,0.00179360480979085,0.01402725369360789,-0.001791171632128959,1.206963029947578e-06,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:07,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01323198433965445,0.00179360480979085,0.0132272536936079,-0.001791171632128959,-4.730646046547521e-06,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:13,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01243792194873095,0.00179360480979085,0.0124372536936079,-0.001791171632128959,-6.682551230464961e-07,2.433177661890877e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:19,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01958448439836502,0.0009995424188673496,0.01958725369360789,-0.001001171632128974,2.769295242868036e-06,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:26,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01879042200744152,0.0009995424188673496,0.01878725369360789,-0.001001171632128974,-3.168313833627062e-06,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:32,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01799635961651802,0.0009995424188673496,0.01799725369360789,-0.001001171632128974,8.940770898739625e-07,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:38,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01720229722559452,0.0009995424188673496,0.0172072536936079,-0.001001171632128974,4.956468013374987e-06,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:44,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01640823483467102,0.0009995424188673496,0.01640725369360789,-0.001001171632128974,-9.81141063133989e-07,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:49,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01561417244374752,0.0009995424188673496,0.01561725369360789,-0.001001171632128974,3.081249860367036e-06,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:18:56,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01482010912150145,0.0009995424188673496,0.01481725369360789,-0.001001171632128974,-2.855427893553447e-06,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:01,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01402604673057795,0.0009995424188673496,0.01402725369360789,-0.001001171632128974,1.206963029947578e-06,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:07,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01323198433965445,0.0009995424188673496,0.0132272536936079,-0.001001171632128974,-4.730646046547521e-06,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:13,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01243792194873095,0.0009995424188673496,0.0124372536936079,-0.001001171632128974,-6.682551230464961e-07,-1.629213261624025e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:20,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01958448439836502,0.0002054800279438496,0.01958725369360789,-0.0002011716321289785,2.769295242868036e-06,4.308395814871019e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:26,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01879042200744152,0.0002054800279438496,0.01878725369360789,-0.0002011716321289785,-3.168313833627062e-06,4.308395814871019e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:31,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01799635961651802,0.0002054800279438496,0.01799725369360789,-0.0002011716321289785,8.940770898739625e-07,4.308395814871019e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:38,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01720229722559452,0.0002054800279438496,0.0172072536936079,-0.0002011716321289785,4.956468013374987e-06,4.308395814871019e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
SEM1-426__Area 1,2024-12-17T22:19:43,1024,1024,859.3749998893998,879999.9998867454,879999.9998867454,-0.01640823483467102,0.0002054800279438496,0.01640725369360789,-0.0002011716321289785,-9.81141063133989e-07,4.308395814871019e-06,3.3,sed,200,1.086390532544379,1.0,0.4559700923170825,0.1,-10.0,40.3,6.427168488112508
